Objects Number
241
Id		X		Y		Width		Height		CollisionClassIndex	Collision Name
0		272		1040		16		16		0			Ground
0		288		1040		16		16		0			Ground
0		304		1040		16		16		0			Ground
0		320		1040		16		16		0			Ground
0		352		1040		16		16		0			Ground
0		400		1040		16		16		0			Ground
0		416		1040		16		16		0			Ground
0		432		1040		16		16		0			Ground
0		448		1040		16		16		0			Ground
0		480		1040		16		16		0			Ground
0		496		1040		16		16		0			Ground
0		576		1040		16		16		0			Ground
0		608		1040		16		16		0			Ground
0		704		1040		16		16		0			Ground
0		736		1040		16		16		0			Ground
0		832		1040		16		16		0			Ground
0		864		1040		16		16		0			Ground
0		960		1040		16		16		0			Ground
0		1152		1040		16		16		0			Ground
0		1168		1040		16		16		0			Ground
0		1184		1040		16		16		0			Ground
0		1200		1040		16		16		0			Ground
0		1232		1040		16		16		0			Ground
0		256		1056		16		16		0			Ground
0		352		1056		16		16		0			Ground
0		368		1056		16		16		0			Ground
0		384		1056		16		16		0			Ground
0		400		1056		16		16		0			Ground
0		416		1056		16		16		0			Ground
0		432		1056		16		16		0			Ground
0		448		1056		16		16		0			Ground
0		464		1056		16		16		0			Ground
0		480		1056		16		16		0			Ground
0		496		1056		16		16		0			Ground
0		512		1056		16		16		0			Ground
0		608		1056		16		16		0			Ground
0		624		1056		16		16		0			Ground
0		640		1056		16		16		0			Ground
0		736		1056		16		16		0			Ground
0		752		1056		16		16		0			Ground
0		768		1056		16		16		0			Ground
0		864		1056		16		16		0			Ground
0		880		1056		16		16		0			Ground
0		896		1056		16		16		0			Ground
0		240		1072		16		16		0			Ground
0		256		1072		16		16		0			Ground
0		512		1072		16		16		0			Ground
0		640		1072		16		16		0			Ground
0		768		1072		16		16		0			Ground
0		896		1072		16		16		0			Ground
0		240		1088		16		16		0			Ground
0		240		1104		16		16		0			Ground
0		240		1120		16		16		0			Ground
0		240		1136		16		16		0			Ground
0		240		1152		16		16		0			Ground
0		240		1168		16		16		0			Ground
0		240		1184		16		16		0			Ground
0		240		1200		16		16		0			Ground
0		352		1200		16		16		0			Ground
0		240		1216		16		16		0			Ground
0		304		1216		16		16		0			Ground
0		352		1216		16		16		0			Ground
0		400		1216		16		16		0			Ground
0		240		1232		16		16		0			Ground
0		304		1232		16		16		0			Ground
0		320		1232		16		16		0			Ground
0		352		1232		16		16		0			Ground
0		384		1232		16		16		0			Ground
0		400		1232		16		16		0			Ground
0		240		1248		16		16		0			Ground
0		256		1248		16		16		0			Ground
0		272		1248		16		16		0			Ground
0		288		1248		16		16		0			Ground
0		304		1248		16		16		0			Ground
0		320		1248		16		16		0			Ground
0		336		1248		16		16		0			Ground
0		352		1248		16		16		0			Ground
0		368		1248		16		16		0			Ground
0		384		1248		16		16		0			Ground
0		400		1248		16		16		0			Ground
0		416		1248		16		16		0			Ground
0		432		1248		16		16		0			Ground
0		448		1248		16		16		0			Ground
0		464		1248		16		16		0			Ground
0		480		1248		16		16		0			Ground
0		496		1248		16		16		0			Ground
0		512		1248		16		16		0			Ground
0		528		1248		16		16		0			Ground
0		544		1248		16		16		0			Ground
0		560		1248		16		16		0			Ground
0		576		1248		16		16		0			Ground
0		592		1248		16		16		0			Ground
0		608		1248		16		16		0			Ground
0		624		1248		16		16		0			Ground
0		640		1248		16		16		0			Ground
0		656		1248		16		16		0			Ground
0		672		1248		16		16		0			Ground
0		688		1248		16		16		0			Ground
0		704		1248		16		16		0			Ground
0		720		1248		16		16		0			Ground
0		736		1248		16		16		0			Ground
0		752		1248		16		16		0			Ground
0		768		1248		16		16		0			Ground
0		784		1248		16		16		0			Ground
0		800		1248		16		16		0			Ground
0		816		1248		16		16		0			Ground
0		832		1248		16		16		0			Ground
0		848		1248		16		16		0			Ground
0		864		1248		16		16		0			Ground
0		880		1248		16		16		0			Ground
0		896		1248		16		16		0			Ground
0		912		1248		16		16		0			Ground
0		928		1248		16		16		0			Ground
0		944		1248		16		16		0			Ground
0		960		1248		16		16		0			Ground
0		976		1248		16		16		0			Ground
0		992		1248		16		16		0			Ground
0		1008		1248		16		16		0			Ground
0		1024		1248		16		16		0			Ground
0		1040		1248		16		16		0			Ground
0		1056		1248		16		16		0			Ground
0		1072		1248		16		16		0			Ground
0		1088		1248		16		16		0			Ground
0		1104		1248		16		16		0			Ground
0		1120		1248		16		16		0			Ground
0		1136		1248		16		16		0			Ground
0		1152		1248		16		16		0			Ground
0		1168		1248		16		16		0			Ground
0		1184		1248		16		16		0			Ground
0		1200		1248		16		16		0			Ground
0		1216		1248		16		16		0			Ground
0		1232		1248		16		16		0			Ground
0		1248		1248		16		16		0			Ground
0		1264		1248		16		16		0			Ground
1		288		1056		16		16		0			Ground
1		544		1056		16		16		0			Ground
1		672		1056		16		16		0			Ground
1		800		1056		16		16		0			Ground
1		928		1056		16		16		0			Ground
1		1056		1056		16		16		0			Ground
2		336		1040		16		16		0			Ground
2		592		1040		16		16		0			Ground
2		720		1040		16		16		0			Ground
2		848		1040		16		16		0			Ground
2		976		1040		16		16		0			Ground
2		1104		1040		16		16		0			Ground
2		272		1056		16		16		0			Ground
2		304		1056		16		16		0			Ground
2		528		1056		16		16		0			Ground
2		560		1056		16		16		0			Ground
2		656		1056		16		16		0			Ground
2		688		1056		16		16		0			Ground
2		784		1056		16		16		0			Ground
2		816		1056		16		16		0			Ground
2		912		1056		16		16		0			Ground
2		944		1056		16		16		0			Ground
2		1040		1056		16		16		0			Ground
2		1072		1056		16		16		0			Ground
0		992		1040		16		16		0			Ground
0		992		1056		16		16		0			Ground
0		1008		1056		16		16		0			Ground
0		1024		1056		16		16		0			Ground
0		1024		1072		16		16		0			Ground
